law_code,category_code,seq,kind,label_ja,label_en,basis_ja,condition_ja,threshold_note,owner_hint,health_check_type,health_check_interval,health_record_years,measurement_interval,measurement_record_years,work_record_years,supervisor_ja,notice_ja
prtr,first_class,2,info,研究室単位では年間取扱量を集計し事業所へ報告する（実務）,Labs aggregate annual handling and report to the site,化管法5,,,研究室,,,,,,,,
prtr,first_class,3,info,譲渡提供者からSDSの提供を受け、保管する（14条は提供者側の義務。受領側の保管は実務）,Receive and keep SDS/labels on transfer,化管法14；施行令5（含有率）,,含有率 ≥1 %（特定第一種 ≥0.1 %）,研究室,,,,,,,,
prtr,specific_first_class,1,conditional,排出量・移動量を年度ごと・事業所単位で届け出る,Report annual releases and transfers per site,"化管法5；施行令3, 4, 5",常用雇用21人以上、かつ物質ごとの年間取扱量 1 t 以上（特定第一種 0.5 t）。大学・研究機関は対象業種,取扱量 ≥0.5 t/年、含有率 ≥0.1 %,環境安全,,,,,,,,
prtr,specific_first_class,2,info,研究室単位では年間取扱量を集計し事業所へ報告する（実務）,Labs aggregate annual handling and report to the site,化管法5,,,研究室,,,,,,,,
prtr,specific_first_class,3,info,譲渡提供者からSDSの提供を受け、保管する（14条は提供者側の義務。受領側の保管は実務）,Receive and keep SDS/labels on transfer,化管法14；施行令5（含有率）,,含有率 ≥1 %（特定第一種 ≥0.1 %）,研究室,,,,,,,,
prtr,second_class,1,info,届出義務なし。譲渡提供時のSDS・ラベル提供のみ（受け取る側はSDSを保管）,No reporting duty; SDS/label on transfer only,化管法14；施行令6,,含有率 ≥1 %,,,,,,,,,
prtr,prtr_current,1,mandatory,第一種・特定第一種・第二種の区分を化管法施行令別表で確認する,Confirm Class 1 / specific Class 1 / Class 2 in the Cabinet Order tables,"化管法施行令別表第1, 第2",区分未確定,,環境安全,,,,,,,,
prtr,prtr_current,2,conditional,第一種の場合は年間取扱量（1 t／特定第一種 0.5 t）で届出要否を判定する,"If Class 1, decide reporting by annual handling (1 t / 0.5 t)",化管法5,常用雇用21人以上、かつ物質ごとの年間取扱量 1 t 以上（特定第一種 0.5 t）。大学・研究機関は対象業種,取扱量 ≥1 t/年（特定第一種 ≥0.5 t）,環境安全,,,,,,,,
prtr,*,1,conditional,年間取扱量と事業区分を確認し、届出要否を判定する,Check annual handling and business category to decide reporting,化管法5,常用雇用21人以上、かつ物質ごとの年間取扱量 1 t 以上（特定第一種 0.5 t）。大学・研究機関は対象業種,,環境安全,,,,,,,,
cwc,schedule_1,1,mandatory,特定物質の製造・使用は許可制、輸入は承認制。譲渡・譲受・所持の制限、施錠保管、運搬届出、廃棄届出に従う（製造日誌は許可製造者）,Schedule 1: manufacture/use/possession under permit; transfer limits and records,"化学兵器禁止法4, 10, 13, 15〜18, 22",,,事業場,,,,,,,,
cwc,schedule_1,2,conditional,輸出は外為法の許可を得る（キャッチオール含む）,Export requires FEFTA licence (incl. catch-all),外為法48条,輸出時,,事業場,,,,,,,,
cwc,schedule_2,1,conditional,第一種指定物質の製造・使用等を届け出る（一定量以上）,Schedule 2: notify manufacture/use above the set quantity,化学兵器禁止法24〜26（使用は26条準用）,一定量以上,数量下限は経済産業省令（施行規則）で規定,事業場,,,,,,,,
cwc,schedule_3,1,conditional,第二種指定物質の製造を届け出る（30 t/年 以上）,Schedule 3: notify manufacture >=30 t/yr,化学兵器禁止法27（24・25条準用）,製造 30 t/年 以上,数量下限（30 t/年）は経済産業省令で規定,事業場,,,,,,,,
cwc,cwc_listed,1,mandatory,特定物質／第一種・第二種指定物質の区分を施行令で確認する,Confirm Schedule 1/2/3 class in the Cabinet Order,化学兵器禁止法施行令3；別表,区分未確定,,環境安全,,,,,,,,
cwc,cwc_listed,2,conditional,区分に応じた許可・届出要件と輸出入の用途確認を行う,Apply permit/notification and end-use checks per class,"化学兵器禁止法4〜18（特定物質）, 24〜26（第一種指定物質）, 27（第二種指定物質）；13条・外為法（輸出入）",,,事業場,,,,,,,,
cwc,*,1,conditional,区分に応じた許可・届出要件と輸出入の用途確認を行う,Apply permit/notification and end-use checks per class,"化学兵器禁止法4〜18（特定物質）, 24〜26（第一種指定物質）, 27（第二種指定物質）；13条・外為法（輸出入）",,,事業場,,,,,,,,
fire_service,hazardous_material,1,mandatory,危険物（類別未確定）：類ごとの混載・混触禁止と容器表示を守る,Follow class-based segregation and container labelling,"消防法10条3項, 16；危険物令24, 26, 29",,,研究室,,,,,,,,危険物の容器表示（品名・類・数量）
fire_service,hazardous_material,2,conditional,事業所全体で指定数量の倍数を類・品名ごとに集計し、1倍以上は許可施設で危険物取扱者が取り扱い、政令で定める施設は保安監督者を置く,"Aggregate multiples of the designated quantity site-wide; >=1x requires a licensed facility, handler and supervisor","消防法9条の4, 10, 11, 13；令1条の11, 別表第3",指定数量の倍数 ≥1,類・品名・性状で指定数量が変わる（例：第4類第1石油類 非水溶性 200 L、アルコール類 400 L）,環境安全,,,,,,,危険物取扱者・危険物保安監督者,
fire_service,hazardous_material,3,conditional,指定数量の1/5以上1倍未満は少量危険物として市町村条例により届出・貯蔵取扱基準に従う,1/5x to <1x: notify as small-quantity hazardous material under municipal ordinance,消防法9条の4；各市火災予防条例,指定数量の倍数 1/5以上〜1未満,,環境安全,,,,,,,,
fire_service,hazardous_material,4,info,類別（第1〜6類）・品名を消防法別表第1で確認する,Confirm the class (1-6) and item name in Appended Table 1,"消防法2条7項, 別表第1",類別未確定,,環境安全,,,,,,,,
fire_service,hazmat_class_1,1,mandatory,第1類 酸化性固体：類ごとの混載・混触禁止と容器表示を守る,Follow class-based segregation and container labelling,"消防法10条3項, 16；危険物令24, 26, 29",,,研究室,,,,,,,,危険物の容器表示（品名・類・数量）
fire_service,hazmat_class_1,2,conditional,事業所全体で指定数量の倍数を類・品名ごとに集計し、1倍以上は許可施設で危険物取扱者が取り扱い、政令で定める施設は保安監督者を置く,"Aggregate multiples of the designated quantity site-wide; >=1x requires a licensed facility, handler and supervisor","消防法9条の4, 10, 11, 13；令1条の11, 別表第3",指定数量の倍数 ≥1,類・品名・性状で指定数量が変わる（例：第4類第1石油類 非水溶性 200 L、アルコール類 400 L）,環境安全,,,,,,,危険物取扱者・危険物保安監督者,
fire_service,hazmat_class_1,3,conditional,指定数量の1/5以上1倍未満は少量危険物として市町村条例により届出・貯蔵取扱基準に従う,1/5x to <1x: notify as small-quantity hazardous material under municipal ordinance,消防法9条の4；各市火災予防条例,指定数量の倍数 1/5以上〜1未満,,環境安全,,,,,,,,
fire_service,hazmat_class_2,1,mandatory,第2類 可燃性固体：類ごとの混載・混触禁止と容器表示を守る,Follow class-based segregation and container labelling,"消防法10条3項, 16；危険物令24, 26, 29",,,研究室,,,,,,,,危険物の容器表示（品名・類・数量）
fire_service,hazmat_class_2,2,conditional,事業所全体で指定数量の倍数を類・品名ごとに集計し、1倍以上は許可施設で危険物取扱者が取り扱い、政令で定める施設は保安監督者を置く,"Aggregate multiples of the designated quantity site-wide; >=1x requires a licensed facility, handler and supervisor","消防法9条の4, 10, 11, 13；令1条の11, 別表第3",指定数量の倍数 ≥1,類・品名・性状で指定数量が変わる（例：第4類第1石油類 非水溶性 200 L、アルコール類 400 L）,環境安全,,,,,,,危険物取扱者・危険物保安監督者,
fire_service,hazmat_class_2,3,conditional,指定数量の1/5以上1倍未満は少量危険物として市町村条例により届出・貯蔵取扱基準に従う,1/5x to <1x: notify as small-quantity hazardous material under municipal ordinance,消防法9条の4；各市火災予防条例,指定数量の倍数 1/5以上〜1未満,,環境安全,,,,,,,,
fire_service,hazmat_class_3,1,mandatory,第3類 自然発火性物質及び禁水性物質：類ごとの混載・混触禁止と容器表示を守る,Follow class-based segregation and container labelling,"消防法10条3項, 16；危険物令24, 26, 29",,,研究室,,,,,,,,危険物の容器表示（品名・類・数量）
fire_service,hazmat_class_3,2,conditional,事業所全体で指定数量の倍数を類・品名ごとに集計し、1倍以上は許可施設で危険物取扱者が取り扱い、政令で定める施設は保安監督者を置く,"Aggregate multiples of the designated quantity site-wide; >=1x requires a licensed facility, handler and supervisor","消防法9条の4, 10, 11, 13；令1条の11, 別表第3",指定数量の倍数 ≥1,類・品名・性状で指定数量が変わる（例：第4類第1石油類 非水溶性 200 L、アルコール類 400 L）,環境安全,,,,,,,危険物取扱者・危険物保安監督者,
fire_service,hazmat_class_3,3,conditional,指定数量の1/5以上1倍未満は少量危険物として市町村条例により届出・貯蔵取扱基準に従う,1/5x to <1x: notify as small-quantity hazardous material under municipal ordinance,消防法9条の4；各市火災予防条例,指定数量の倍数 1/5以上〜1未満,,環境安全,,,,,,,,
fire_service,hazmat_class_4,1,mandatory,第4類 引火性液体：類ごとの混載・混触禁止と容器表示を守る,Follow class-based segregation and container labelling,"消防法10条3項, 16；危険物令24, 26, 29",,,研究室,,,,,,,,危険物の容器表示（品名・類・数量）
fire_service,hazmat_class_4,2,conditional,事業所全体で指定数量の倍数を類・品名ごとに集計し、1倍以上は許可施設で危険物取扱者が取り扱い、政令で定める施設は保安監督者を置く,"Aggregate multiples of the designated quantity site-wide; >=1x requires a licensed facility, handler and supervisor","消防法9条の4, 10, 11, 13；令1条の11, 別表第3",指定数量の倍数 ≥1,類・品名・性状で指定数量が変わる（例：第4類第1石油類 非水溶性 200 L、アルコール類 400 L）,環境安全,,,,,,,危険物取扱者・危険物保安監督者,
fire_service,hazmat_class_4,3,conditional,指定数量の1/5以上1倍未満は少量危険物として市町村条例により届出・貯蔵取扱基準に従う,1/5x to <1x: notify as small-quantity hazardous material under municipal ordinance,消防法9条の4；各市火災予防条例,指定数量の倍数 1/5以上〜1未満,,環境安全,,,,,,,,
fire_service,hazmat_class_5,1,mandatory,第5類 自己反応性物質：類ごとの混載・混触禁止と容器表示を守る,Follow class-based segregation and container labelling,"消防法10条3項, 16；危険物令24, 26, 29",,,研究室,,,,,,,,危険物の容器表示（品名・類・数量）
fire_service,hazmat_class_5,2,conditional,事業所全体で指定数量の倍数を類・品名ごとに集計し、1倍以上は許可施設で危険物取扱者が取り扱い、政令で定める施設は保安監督者を置く,"Aggregate multiples of the designated quantity site-wide; >=1x requires a licensed facility, handler and supervisor","消防法9条の4, 10, 11, 13；令1条の11, 別表第3",指定数量の倍数 ≥1,類・品名・性状で指定数量が変わる（例：第4類第1石油類 非水溶性 200 L、アルコール類 400 L）,環境安全,,,,,,,危険物取扱者・危険物保安監督者,
fire_service,hazmat_class_5,3,conditional,指定数量の1/5以上1倍未満は少量危険物として市町村条例により届出・貯蔵取扱基準に従う,1/5x to <1x: notify as small-quantity hazardous material under municipal ordinance,消防法9条の4；各市火災予防条例,指定数量の倍数 1/5以上〜1未満,,環境安全,,,,,,,,
fire_service,hazmat_class_6,1,mandatory,第6類 酸化性液体：類ごとの混載・混触禁止と容器表示を守る,Follow class-based segregation and container labelling,"消防法10条3項, 16；危険物令24, 26, 29",,,研究室,,,,,,,,危険物の容器表示（品名・類・数量）
fire_service,hazmat_class_6,2,conditional,事業所全体で指定数量の倍数を類・品名ごとに集計し、1倍以上は許可施設で危険物取扱者が取り扱い、政令で定める施設は保安監督者を置く,"Aggregate multiples of the designated quantity site-wide; >=1x requires a licensed facility, handler and supervisor","消防法9条の4, 10, 11, 13；令1条の11, 別表第3",指定数量の倍数 ≥1,類・品名・性状で指定数量が変わる（例：第4類第1石油類 非水溶性 200 L、アルコール類 400 L）,環境安全,,,,,,,危険物取扱者・危険物保安監督者,
fire_service,hazmat_class_6,3,conditional,指定数量の1/5以上1倍未満は少量危険物として市町村条例により届出・貯蔵取扱基準に従う,1/5x to <1x: notify as small-quantity hazardous material under municipal ordinance,消防法9条の4；各市火災予防条例,指定数量の倍数 1/5以上〜1未満,,環境安全,,,,,,,,
fire_service,firefighting_obstruction,1,conditional,一定数量以上の貯蔵・取扱いは消防長へ届け出る,Notify the fire chief above the set quantity,消防法9条の3；危険物令1条の10,届出数量以上の貯蔵・取扱い,物質ごとの届出数量（例：硫酸 200 kg）,環境安全,,,,,,,,
fire_service,designated_combustible,1,conditional,条例で定める数量以上で届出・貯蔵基準に従う,Notify and follow storage rules above the ordinance quantity,"消防法9条の4；令1条の12, 別表第4；火災予防条例",条例数量以上,,環境安全,,,,,,,,
fire_service,*,1,conditional,類・品名を確認し、指定数量・届出数量と貯蔵量を比較する,Confirm class/item and compare stored amounts with designated/notification quantities,"消防法9条の3, 9条の4, 10；令1条の10, 1条の11, 1条の12, 別表第1〜第4",,,環境安全,,,,,,,,
high_pressure_gas,high_pressure_gas,1,mandatory,容器の転倒防止・固定、40 ℃以下での保管、火気からの距離、バルブ保護、容器再検査期限の確認を行う,"Secure cylinders, keep <=40 C, distance from fire, protect valves, check re-inspection dates","高圧ガス保安法15；一般則18, 19, 60；容器則",,高圧ガス＝1 MPa以上の圧縮ガス、0.2 MPa以上の液化ガス等（法2）；貯蔵0.15 m³以下（液化ガス10 kg＝1 m³換算）は15条の貯蔵基準の適用除外,研究室,,,,,,,,
high_pressure_gas,high_pressure_gas,2,conditional,貯蔵 300 m³ 以上は第一種貯蔵所（許可）又は第二種貯蔵所（届出）とし、特定高圧ガスを政令数量以上消費する場合は届出を行う,Notify storage >=300 m3 and specified high-pressure gas consumption,"高圧ガス保安法16, 17条の2, 24条の2",貯蔵 ≥300 m³（液化ガスは10 kg＝1 m³換算、ガス種により政令値）／特定高圧ガスを政令数量以上消費,,環境安全,,,,,,,,
high_pressure_gas,high_pressure_gas,3,conditional,特定高圧ガス（特殊高圧ガス・液化アンモニア・液化塩素等）の消費者は除害措置・漏えい検知警報設備を設ける,Toxic gases: provide abatement and gas detection/alarm,"高圧ガス保安法24条の2, 24条の3；一般則55",特定高圧ガスを政令数量以上消費する場合,,環境安全,,,,,,,,
high_pressure_gas,general_high_pressure_gas,1,mandatory,容器の転倒防止・固定、40 ℃以下での保管、火気からの距離、バルブ保護、容器再検査期限の確認を行う,"Secure cylinders, keep <=40 C, distance from fire, protect valves, check re-inspection dates","高圧ガス保安法15；一般則18, 19, 60；容器則",,高圧ガス＝1 MPa以上の圧縮ガス、0.2 MPa以上の液化ガス等（法2）；貯蔵0.15 m³以下（液化ガス10 kg＝1 m³換算）は15条の貯蔵基準の適用除外,研究室,,,,,,,,
high_pressure_gas,general_high_pressure_gas,2,conditional,貯蔵 300 m³ 以上は第一種貯蔵所（許可）又は第二種貯蔵所（届出）とし、特定高圧ガスを政令数量以上消費する場合は届出を行う,Notify storage >=300 m3 and specified high-pressure gas consumption,"高圧ガス保安法16, 17条の2, 24条の2",貯蔵 ≥300 m³（液化ガスは10 kg＝1 m³換算、ガス種により政令値）／特定高圧ガスを政令数量以上消費,,環境安全,,,,,,,,
high_pressure_gas,general_high_pressure_gas,3,conditional,特定高圧ガス（特殊高圧ガス・液化アンモニア・液化塩素等）の消費者は除害措置・漏えい検知警報設備を設ける,Toxic gases: provide abatement and gas detection/alarm,"高圧ガス保安法24条の2, 24条の3；一般則55",特定高圧ガスを政令数量以上消費する場合,,環境安全,,,,,,,,
high_pressure_gas,*,1,mandatory,容器の転倒防止・固定、40 ℃以下での保管、火気からの距離、バルブ保護、容器再検査期限の確認を行う,"Secure cylinders, keep <=40 C, distance from fire, protect valves, check re-inspection dates","高圧ガス保安法15；一般則18, 19, 60；容器則",,高圧ガス＝1 MPa以上の圧縮ガス、0.2 MPa以上の液化ガス等（法2）；貯蔵0.15 m³以下（液化ガス10 kg＝1 m³換算）は15条の貯蔵基準の適用除外,研究室,,,,,,,,
high_pressure_gas,*,2,conditional,貯蔵 300 m³ 以上は第一種貯蔵所（許可）又は第二種貯蔵所（届出）とし、特定高圧ガスを政令数量以上消費する場合は届出を行う,Notify storage >=300 m3 and specified high-pressure gas consumption,"高圧ガス保安法16, 17条の2, 24条の2",貯蔵 ≥300 m³（液化ガスは10 kg＝1 m³換算、ガス種により政令値）／特定高圧ガスを政令数量以上消費,,環境安全,,,,,,,,
high_pressure_gas,*,3,conditional,特定高圧ガス（特殊高圧ガス・液化アンモニア・液化塩素等）の消費者は除害措置・漏えい検知警報設備を設ける,Toxic gases: provide abatement and gas detection/alarm,"高圧ガス保安法24条の2, 24条の3；一般則55",特定高圧ガスを政令数量以上消費する場合,,環境安全,,,,,,,,
high_pressure_gas,refrigeration,1,conditional,冷凍設備の規模に応じた許可・届出を行う,Permit/notification by refrigeration capacity,高圧ガス保安法5；冷凍則,冷凍能力による,,環境安全,,,,,,,,
waste,waste_listed,1,mandatory,該当廃棄物は特別管理産業廃棄物として分別・表示・保管する,"Segregate, label and store as specially controlled industrial waste",廃掃法12条の2；令2条の4,,,環境安全,,,,,,,,特別管理産業廃棄物の表示
waste,waste_listed,2,mandatory,特別管理産業廃棄物管理責任者を選任する,Appoint a specially controlled industrial waste manager,廃掃法12条の2第8項,,,事業場,,,,,,,特別管理産業廃棄物管理責任者,
waste,waste_listed,3,mandatory,委託基準に従い、マニフェストを交付・保存する（5年）,Follow contracting standards; issue and keep manifests 5 years,"廃掃法12条の2, 12条の3",,,環境安全,,,,,,5,,
waste,waste_listed,4,info,現DBの12溶剤以外にも、引火点70 ℃未満の廃油、pH≤2.0の廃酸、pH≥12.5の廃アルカリ、水銀・カドミウム・鉛・六価クロム・ヒ素・セレン・シアン等含有、PCB、感染性が該当する,"Beyond the 12 listed solvents: waste oil FP<70 C, waste acid pH<=2.0, waste alkali pH>=12.5, heavy metals/cyanide, PCB, infectious",廃掃法2条5項；令2条の4；規則1条の2；判定基準省令,性状・濃度による,,,,,,,,,,
waste,*,1,mandatory,該当廃棄物は特別管理産業廃棄物として分別・表示・保管する,"Segregate, label and store as specially controlled industrial waste",廃掃法12条の2；令2条の4,,,環境安全,,,,,,,,特別管理産業廃棄物の表示
waste,*,2,mandatory,特別管理産業廃棄物管理責任者を選任する,Appoint a specially controlled industrial waste manager,廃掃法12条の2第8項,,,事業場,,,,,,,特別管理産業廃棄物管理責任者,
waste,*,3,mandatory,委託基準に従い、マニフェストを交付・保存する（5年）,Follow contracting standards; issue and keep manifests 5 years,"廃掃法12条の2, 12条の3",,,環境安全,,,,,,5,,
waste,*,4,info,現DBの12溶剤以外にも、引火点70 ℃未満の廃油、pH≤2.0の廃酸、pH≥12.5の廃アルカリ、水銀・カドミウム・鉛・六価クロム・ヒ素・セレン・シアン等含有、PCB、感染性が該当する,"Beyond the 12 listed solvents: waste oil FP<70 C, waste acid pH<=2.0, waste alkali pH>=12.5, heavy metals/cyanide, PCB, infectious",廃掃法2条5項；令2条の4；規則1条の2；判定基準省令,性状・濃度による,,,,,,,,,,
water_pollution,water_pollutant,1,conditional,研究所の洗浄施設等は特定施設として設置届を出す,Lab washing facilities are specified facilities: file an installation notification,水濁法5；令別表第1 71の2,特定施設に該当する場合,,環境安全,,,,,,,,
water_pollution,water_pollutant,2,conditional,有害物質使用特定施設は構造基準・定期点検・記録3年、地下浸透禁止を守る,"Hazardous-substance facilities: structural standards, periodic inspection, records 3 years, no ground infiltration","水濁法12条の3, 12条の4, 14条5項",有害物質使用特定施設,,環境安全,,,,,,3,,
water_pollution,water_pollutant,3,conditional,排水基準を守る（下水道接続なら下水道法の除害施設基準）,Meet effluent standards (or sewerage pretreatment standards),水濁法12；下水道法12,特定事業場から公共用水域へ排出する場合（下水道接続なら下水道法・条例の除害施設基準）,,環境安全,,,,,,,,
water_pollution,*,1,conditional,研究所の洗浄施設等は特定施設として設置届を出す,Lab washing facilities are specified facilities: file an installation notification,水濁法5；令別表第1 71の2,特定施設に該当する場合,,環境安全,,,,,,,,
water_pollution,*,2,conditional,有害物質使用特定施設は構造基準・定期点検・記録3年、地下浸透禁止を守る,"Hazardous-substance facilities: structural standards, periodic inspection, records 3 years, no ground infiltration","水濁法12条の3, 12条の4, 14条5項",有害物質使用特定施設,,環境安全,,,,,,3,,
water_pollution,*,3,conditional,排水基準を守る（下水道接続なら下水道法の除害施設基準）,Meet effluent standards (or sewerage pretreatment standards),水濁法12；下水道法12,特定事業場から公共用水域へ排出する場合（下水道接続なら下水道法・条例の除害施設基準）,,環境安全,,,,,,,,
air_pollution,*,1,conditional,ばい煙発生施設・VOC排出施設・有害大気汚染物質（努力義務）の該当を施設規模で確認する（通常の研究室ドラフトは対象外）,Check soot/VOC facility and hazardous air pollutant scope by facility size (ordinary lab fume hoods are out of scope),"大防法6, 17条の5, 18条の42",施設規模による,,環境安全,,,,,,,,
soil_contamination,*,1,conditional,"有害物質使用特定施設の廃止時は土壌汚染状況調査を行い報告する。3,000 m²（環境省令規模）以上の土地形質変更は30日前に届け出、知事命令があれば調査する","Survey on closing a hazardous-substance facility or altering >=3,000 m2 of land","土対法3, 4",施設廃止時／一定規模以上の土地形質変更時（届出→命令時に調査）,,事業場,,,,,,,,
narcotics,controlled_narcotic,1,conditional,研究用途は麻薬研究者免許／向精神薬試験研究施設の登録を得る,Research use requires a narcotics researcher licence / psychotropic research facility registration,"麻向法3, 50条の5",麻薬・向精神薬本体（別表第1・第3・指定政令第1〜4条）の場合。麻薬向精神薬原料（別表第4・指定政令第5条）は営業届出・輸出入届出・記録のみ,索引は本体と原料を同一区分で公開。区分は legal_number（法別表・指定政令の条）から判定,事業場,,,,,,,,
narcotics,controlled_narcotic,2,conditional,施錠保管し、帳簿を備える,Store under lock and keep a ledger,"麻向法34, 40, 50条の21, 50条の23",麻薬・向精神薬本体（別表第1〜3・指定政令第1〜4条）の場合。麻薬向精神薬原料（別表第4・指定政令第5条）は営業届出・輸出入届出・記録のみ,索引は本体と原料を同一区分で公開。区分は legal_number（法別表・指定政令の条）から判定,研究室,,,,,,2,,
narcotics,controlled_narcotic,3,conditional,譲受・廃棄（知事届出・立会い）・事故届出の手続を行う,Follow receipt and disposal procedures,"麻向法26, 29, 35, 50条の16, 50条の21, 50条の22",麻薬・向精神薬本体（別表第1〜3・指定政令第1〜4条）の場合。麻薬向精神薬原料（別表第4・指定政令第5条）は営業届出・輸出入届出・記録のみ,索引は本体と原料を同一区分で公開。区分は legal_number（法別表・指定政令の条）から判定,研究室,,,,,,,,
narcotics,narcotic_scheduled,1,mandatory,研究用途は麻薬研究者免許／向精神薬試験研究施設の登録を得る,Research use requires a narcotics researcher licence / psychotropic research facility registration,"麻向法3, 50条の5",,,事業場,,,,,,,,
narcotics,narcotic_scheduled,2,mandatory,施錠保管し、帳簿を備える,Store under lock and keep a ledger,"麻向法34, 40, 50条の21, 50条の23",,,研究室,,,,,,2,,
narcotics,narcotic_scheduled,3,mandatory,譲受・廃棄（知事届出・立会い）・事故届出の手続を行う,Follow receipt and disposal procedures,"麻向法26, 29, 35, 50条の16, 50条の21, 50条の22",,,研究室,,,,,,,,
narcotics,narcotic_precursor,1,conditional,麻薬向精神薬原料の輸入・輸出業、特定麻薬向精神薬原料の製造・卸小売業を営む場合はあらかじめ届け出る,"Notify the authority when importing, exporting, manufacturing or trading the precursor as a business",麻向法50条の27（第3章の2 麻薬向精神薬原料）,輸入・輸出・製造・卸売・小売業として取り扱う場合,,事業場,,,,,,,,
narcotics,narcotic_precursor,2,conditional,輸出入時は都度届け出る（非営業者は省令で定める量以下を除く）。営業者は輸出入・譲渡・譲受の記録を2年保存する,File import/export notifications and keep transfer and disposal records,"麻向法50条の29〜50条の32（輸出入届出）, 50条の34（記録・2年保存）",輸出入時（非営業者は50条の31・32）。記録は営業者のみ,,事業場,,,,,,,,
narcotics,narcotic_precursor,3,info,研究室での通常の購入・使用に免許・登録は不要（麻薬・向精神薬本体ではない）,Ordinary laboratory purchase and use needs no licence (not a narcotic or psychotropic itself),麻向法別表第4・指定政令第5条,,,,,,,,,,,
narcotics,*,1,conditional,研究用途は麻薬研究者免許／向精神薬試験研究施設の登録を得る,Research use requires a narcotics researcher licence / psychotropic research facility registration,"麻向法3, 50条の5",麻薬・向精神薬本体（別表第1〜3・指定政令第1〜4条）の場合。麻薬向精神薬原料（別表第4・指定政令第5条）は営業届出・輸出入届出・記録のみ,索引は本体と原料を同一区分で公開。区分は legal_number（法別表・指定政令の条）から判定,事業場,,,,,,,,
narcotics,*,2,conditional,施錠保管し、帳簿を備える,Store under lock and keep a ledger,"麻向法34, 40, 50条の21, 50条の23",麻薬・向精神薬本体（別表第1〜3・指定政令第1〜4条）の場合。麻薬向精神薬原料（別表第4・指定政令第5条）は営業届出・輸出入届出・記録のみ,索引は本体と原料を同一区分で公開。区分は legal_number（法別表・指定政令の条）から判定,研究室,,,,,,2,,
narcotics,*,3,conditional,譲受・廃棄（知事届出・立会い）・事故届出の手続を行う,Follow receipt and disposal procedures,"麻向法26, 29, 35, 50条の16, 50条の21, 50条の22",麻薬・向精神薬本体（別表第1〜3・指定政令第1〜4条）の場合。麻薬向精神薬原料（別表第4・指定政令第5条）は営業届出・輸出入届出・記録のみ,索引は本体と原料を同一区分で公開。区分は legal_number（法別表・指定政令の条）から判定,研究室,,,,,,,,
explosives,*,1,conditional,製造・貯蔵・消費の許可と数量基準を確認する,Permits for manufacture/storage/consumption and quantity limits,"火薬類取締法3, 11, 12, 25",数量基準による（理化学上の実験で省令数量以下の消費は許可不要、25条ただし書）,,事業場,,,,,,,,
ozone_layer,*,1,conditional,製造・輸入の許可・承認・数量規制を確認する（研究用少量は製造・輸入者側の義務。業として使用する者は排出抑制・使用合理化の努力義務）,Manufacture/import permits and quotas (small research quantities: duty on manufacturer/importer),"オゾン層保護法4, 6, 19",製造・輸入者のみ,,製造・輸入者,,,,,,,,
food_contact,*,1,info,製品を製造・販売しない研究室では原則対象外。ポジティブリストのヒットは「使用可」の意味,Out of scope for labs not making products; a positive-list hit means permitted,食品衛生法18,,,,,,,,,,,
cosmetics,*,1,info,製品を製造・販売しない研究室では原則対象外,Out of scope for labs not making cosmetics,"薬機法2条3項, 42条2項；化粧品基準",,,,,,,,,,,
household_products,*,1,info,製品を製造・販売しない研究室では原則対象外,Out of scope for labs not making household products,家庭用品規制法4,,,,,,,,,,,
dust_rule,potential_dust_work,1,conditional,粉じん作業（別表第1）に該当すれば換気等の措置（特定粉じん発生源は密閉・局排等：4条、その他の屋内作業場は全体換気：5条）と呼吸用保護具（27条）を講じ、常時特定粉じん作業には特別教育を行う,If listed dust work: local exhaust etc. and special training,"粉じん則4, 5, 22, 27",粉じん作業（別表第1）該当時,,研究室,,,,,,,,
dust_rule,potential_dust_work,2,conditional,特定粉じん作業は作業環境測定を6か月以内ごとに実施し、記録を7年保存する,Specified dust work: measure every 6 months; keep records 7 years,粉じん則26,特定粉じん作業,,環境安全,,,,6か月以内ごと（特定粉じん作業）,7,,,
dust_rule,potential_dust_work,3,conditional,じん肺健康診断を1〜3年以内ごと（管理区分・作業歴による）に実施し、記録を7年保存する,Pneumoconiosis examination every 1-3 years; keep records 7 years,"じん肺法7〜9, 17",粉じん作業従事者,,産業保健,じん肺健康診断,1〜3年以内ごと（管理区分・作業歴による）,7,,,,,
dust_rule,*,1,conditional,粉じん作業（別表第1）に該当すれば換気等の措置（特定粉じん発生源は密閉・局排等：4条、その他の屋内作業場は全体換気：5条）と呼吸用保護具（27条）を講じ、常時特定粉じん作業には特別教育を行う,If listed dust work: local exhaust etc. and special training,"粉じん則4, 5, 22, 27",粉じん作業（別表第1）該当時,,研究室,,,,,,,,
dust_rule,*,2,conditional,特定粉じん作業は作業環境測定を6か月以内ごとに実施し、記録を7年保存する,Specified dust work: measure every 6 months; keep records 7 years,粉じん則26,特定粉じん作業,,環境安全,,,,6か月以内ごと（特定粉じん作業）,7,,,
dust_rule,*,3,conditional,じん肺健康診断を1〜3年以内ごと（管理区分・作業歴による）に実施し、記録を7年保存する,Pneumoconiosis examination every 1-3 years; keep records 7 years,"じん肺法7〜9, 17",粉じん作業従事者,,産業保健,じん肺健康診断,1〜3年以内ごと（管理区分・作業歴による）,7,,,,,
